Dept,Course,Title,Author,New,Used,
ENGL,3540,(eBook) Romanticism,WU,$39.59 ,$0.00 ,
ENGL,3545,YELLOW WALL-PAPER & OTHER STORIES,GILMAN,$3.00 ,$1.49 ,
ENGL,3545,JUNGLE,SINCLAIR,$21.25 ,$16.04 ,
ENGL,3545,MARROW OF TRADITION (ED: BENTLEY ),CHESNUTT,$19.99 ,$14.93 ,
ENGL,3545,HOW THE OTHER HALF LIVES,RIIS,$21.25 ,$16.04 ,
ENGL,3545,MAGGIE: GIRL OF THE STREETS,CRANE,$19.99 ,$14.99 ,
ENGL,3545,"AMERICAN INDIAN STORIES, LEGENDS & OTHER WRITINGSZITKALA-SA",,$17.00 ,$12.00 ,
ENGL,3545,MRS. SPRING FRAGRANCE (ED: HSU),EATON,$10.00 ,$7.50 ,
ENGL,3545,INCIDENTS IN THE LIFE OF A SLAVE GIRL,JACOBS,$5.00 ,$2.49 ,
ENGL,3545,UNCLE TOM'S CABIN,STOWE,$16.00 ,$11.25 ,
ENGL,3545,NARRATIVE OF THE LIFE OF THE FREDERICK DOUGLASSDOUGLASS,,$21.33 ,$16.00 ,
ENGL,3545,(eBook) Mrs. Spring Fragrance,EATON,$16.16 ,$0.00 ,
ENGL,3559,TO THE LIGHTHOUSE (INTRO BY WELTY ),WOOLF,$14.99 ,$7.46 ,
ENGL,3559,INTERPRETATION OF DREAMS,FREUD,$7.99 ,$3.97 ,
ENGL,3559,COMPLETE STORIES,KAFKA,$17.00 ,$8.45 ,
ENGL,3559,**THREE ESSAYS ON THEORY OF SEXUALITY (INTRO: MARCUS )FREUD,,$17.99 ,$13.43 ,
ENGL,3559,LOVER (W/NEW INTRO),DURAS,$12.95 ,$6.45 ,
ENGL,3559,**STUDIES ON HYSTERIA W/NEW FOREWORD,BREUER,$22.70 ,$11.93 ,
ENGL,3559,CONFUSIONS OF YOUNG TORLESS,MUSIL,$14.00 ,$6.97 ,
ENGL,3559,MANIFESTOES OF SURREALISM,BRETON,$19.09 ,$16.39 ,
ENGL,3559,**THE FOX,LAWRENCE,$6.67 ,$2.90 ,
ENGL,3559,"DESIRE AND DELUSION, TRANS MARGRET SCHAEFERSCHNITZLER",,$16.95 ,$8.43 ,
ENGL,3560,DON QUIXOTE (TRANS: STARKIE ),CERVANTES,$7.95 ,$3.96 ,
ENGL,3560,COMPLETE STORIES,KAFKA,$17.00 ,$8.45 ,
ENGL,3560,"TRIAL: A NEW TRANSLATION BY BREON MITCHELL, BASED ON THE RESTORED TEXTKAFKA",,$14.95 ,$7.43 ,
ENGL,3560,KAFKA'S SELECTED STORIES (TRANS. CORNGOLD)KAFKA,,$21.34 ,$16.00 ,
ENGL,3560,LETTER TO HIS FATHER,KAFKA,$14.00 ,$10.50 ,
ENGL,3560,DOUBLE & THE GAMBLER,DOSTOEVSKY,$16.95 ,$7.93 ,
ENGL,3572,STREET,PETRY,$15.99 ,$7.43 ,
ENGL,3572,MERIDIAN,WALKER,$15.99 ,$7.94 ,
ENGL,3572,NATIVE SON ABRGD ED,WRIGHT,$15.99 ,$7.96 ,
ENGL,3572,LET ME LIVE,HERNDON,$29.95 ,$17.88 ,
ENGL,3572,DEM,KELLEY,$16.95 ,$8.43 ,
ENGL,3572,IF HE HOLLERS LET HIM GO,HIMES,$15.99 ,$7.96 ,
ENGL,3635,HALF OF A YELLOW SUN,ADICHIE,$15.26 ,$8.43 ,
ENGL,3635,PURPLE HIBISCUS,ADICHIE,$15.95 ,$7.94 ,
ENGL,3635,BOOK OF PHOENIX,OKORAFOR,$12.40 ,$7.46 ,
ENGL,3635,LAGOON,OKORAFOR,$16.99 ,$8.45 ,
ENGL,3635,BINTI: COMPLETE TRILOGY,OKORAFOR,$26.00 ,$19.50 ,
ENGL,3635,AMERICANAH,ADICHIE,$11.89 ,$7.96 ,
ENGL,3660,NORTON ANTHOLOGY OF MODERN & CONT POETRY VOL 1: MODERNRAMAZANI,,$74.67 ,$52.24 ,
ENGL,3660,POEMS,BISHOP,$13.47 ,$7.96 ,
ENGL,3900,CITIZEN,RANKINE,$20.00 ,$15.09 ,
ENGL,3971,BROADVIEW ANTHOLOGY OF DRAMA VOL 1,WALKER,$53.95 ,$32.21 ,
ENGL,3971,CASTLE OF PERSEVERANCE,KLAUSNER,$19.95 ,$14.90 ,
ENGL,4520,POEMS OF LADY MARY WROTH,ROBERTS,$23.95 ,$17.88 ,
ENGL,4520,LAIS OF MARIE DE FRANCE NEW ED,BURGESS,$16.00 ,$12.00 ,
ENGL,4520,TROILUS & CRISEYDE (ED: BARNEY ),CHAUCER,$24.67 ,$17.25 ,
ENGL,4520,**MAJOR WORKS INCLUDING ASTROPHIL & STELLASIDNEY,,$18.95 ,$9.42 ,
ENGL,4520,AS YOU LIKE IT (ED: BRISSENDEN ),SHAKESPEARE,$10.95 ,$5.45 ,
ENGL,4520,WINTER'S TALE (ED: ORGEL ),SHAKESPEARE,$10.95 ,$5.45 ,
,,Page 23 of 79,,,,
Dept,Course,Title,Author,New,Used,
ENGL,4520,METAMORPHOSES (TRANS. MELVILLE),OVID,$8.95 ,$4.45 ,
ENGL,4520,PETRARCH'S LYRIC POEMS (TRANS. BY DURLING),PETRARCH,$37.00 ,$27.61 ,
ENGL,4520,INFERNO (ED: MANDELBAUM ),DANTE,$6.95 ,$3.46 ,
ENGL,4520,PAGAN MYSTERIES IN THE RENAISSANCE,WIND,$22.95 ,$17.25 ,
ENGL,4520,SIDNEY'S 'THE DEFENSE OF POESY' & SEL RENAISSANCE LITERARY CRITICISMALEXANDER,,$20.00 ,$9.94 ,
ENGL,4520,SELECTIONS FROM CANZONIERE & OTHER WORKSPETRARCH,,$10.95 ,$8.25 ,
ENGL,4520,WINTER'S TALE (ED: ORGEL ),SHAKESPEARE,$10.95 ,$5.45 ,
ENGL,4520,DECAMERON,BOCCACCIO,$22.50 ,$18.00 ,
ENGL,4520,PRAISE OF FOLLY,ERASMUS,$15.00 ,$11.25 ,
ENGL,4520,HAMLET (ED. TAYLOR),SHAKESPEARE,$14.95 ,$7.45 ,
ENGL,4520,NORTON ANTH OF ENGLISH LITERATURE VOL A,GREENBLATT,$57.50 ,$46.00 ,
ENGL,4520,NORTON ANTH OF ENGLISH LITERATURE VOL B,GREENBLATT,$57.50 ,$46.00 ,
ENGL,4520,RENAISSANCE PHILOSOPHY OF MAN,CASSIRER,$28.00 ,$20.90 ,
ENGL,4520,(eBook) The Renaissance Philosophy of Man,CASSIRER,$18.00 ,$0.00 ,
ENGL,4520,(eBook) The Decameron (Norton Critical Editions),BOCCACCIO,$12.99 ,$0.00 ,
ENGL,4520,CANTERBURY TALES,CHAUCER,$5.99 ,$2.99 ,
ENGL,4530,HAUNTING OF HILL HOUSE,JACKSON,$12.53 ,$7.97 ,
ENGL,4530,NORTHANGER ABBEY & OTHER WORKS,AUSTEN,$6.95 ,$5.27 ,
ENGL,4530,FRANKENSTEIN,SHELLEY,$20.66 ,$15.43 ,
ENGL,4530,THE MONK,LEWIS,$9.95 ,$4.94 ,
ENGL,4530,CASTLE OF OTRANTO,WALPOLE,$10.95 ,$5.45 ,
ENGL,4530,"SEVEN GOTHIC DRAMAS, 1789-1825",COX,$34.95 ,$26.09 ,
ENGL,4540,POETRY AND PROSE (LIB OF AMERICA),WHITMAN,$40.00 ,$30.00 ,
ENGL,4540,**BETTER ANGEL,MORRIS,$39.99 ,$29.85 ,
ENGL,4540,ESSENTIAL DICKINSON,OATES,$9.99 ,$7.50 ,
ENGL,4540,NATURE & SELECTED ESSAYS,EMERSON,$16.00 ,$12.11 ,
ENGL,4545,SOUND AND THE FURY,FAULKNER,$15.00 ,$11.25 ,
ENGL,4545,ONE HUNDRED YEARS OF SOLITUDE (TRANS. RABASSA)GARCIA MARQUEZ,,$16.99 ,$8.46 ,
ENGL,4545,BRIEF WONDROUS LIFE OF OSCAR WAO,DIAZ,$10.21 ,$7.97 ,
ENGL,4545,I RIGOBERTA MENCHU (2ND),BURGOS-DEBRAY,$23.95 ,$11.93 ,
ENGL,4545,SALVAGE THE BONES,WARD,$17.00 ,$8.46 ,
ENGL,4545,THERE THERE,ORANGE,$16.00 ,$12.00 ,
ENGL,4545,TENTACLE,INDIANA,$13.95 ,$10.45 ,
ENGL,4545,WIELAND & MEMOIRS OF CARWIN THE BILOQUIST,BROWN,$14.00 ,$10.50 ,
ENGL,4545,"WALDEN, CIVIL DISOBEDIENCE & OTHER WRITINGSTHOREAU",,$21.35 ,$14.93 ,
ENGL,4545,"NARRATIVE OF THE LIFE OF FREDERICK DOUGLASS, AN AMERICAN SLAVEDOUGLASS",,$13.00 ,$9.75 ,
ENGL,4545,SECRET HISTORY OR HORRORS OF ST.DOMINGO & LAURASANSAY,,$17.88 ,$7.50 ,
ENGL,4545,CONFESSIONS OF NAT TURNER W/DOCUMENTS,GREENBERG,$20.99 ,$17.00 ,
ENGL,4545,"BILLY BUDD, BARTLEBY AND OTHER STORIES",MELVILLE,$11.00 ,$5.48 ,
ENGL,4545,LETTERS FROM AN AMERICAN FARMER & SKETCHES OF 18TH CENTURY AMERICADE CREVECOEUR,,$16.00 ,$7.96 ,
ENGL,4545,FETTERED FOR LIFE,DEVEAUX,$22.95 ,$17.20 ,
ENGL,4545,"(eBook) Secret History; or, The Horrors of St. Domingo and LauraSANSAY",,$18.59 ,$0.00 ,
ENGL,4559,**ANGELS IN AMERICA (COMBINED),KUSHNER,$16.95 ,$8.43 ,
ENGL,4559,M. BUTTERFLY,HWANG,$13.00 ,$6.48 ,
ENGL,4559,FUN HOME,BECHDEL,$11.95 ,$8.95 ,
ENGL,4560,MIDNIGHT'S CHILDREN 25TH ANNIV ED,RUSHDIE,$18.00 ,$8.96 ,
ENGL,4560,JUDE THE OBSCURE (REV ED)(ED: INGHAM ),HARDY,$8.95 ,$6.75 ,
ENGL,4560,"ENGLAND, ENGLAND",BARNES,$15.95 ,$7.93 ,
ENGL,4560,OBSERVATORY MANSIONS,CAREY,$16.95 ,$8.43 ,
ENGL,4560,ROOM WITH A VIEW & HOWARDS END,FORSTER,$8.95 ,$6.80 ,
ENGL,4560,ELEPHANT MAN,POMERANCE,$16.00 ,$7.97 ,
ENGL,4560,BETWEEN THE ACTS,WOOLF,$14.95 ,$7.45 ,
ENGL,4560,ART,REZA,$14.00 ,$6.97 ,
ENGL,4561,MERCY,MORRISON,$12.51 ,$7.94 ,
ENGL,4561,SYMPATHIZER,NGUYEN,$16.00 ,$7.96 ,
,,Page 24 of 79,,,,
Dept,Course,Title,Author,New,Used,
ENGL,4561,(ebook) The Sympathizer,NGUYEN,$10.66 ,$0.00 ,
ENGL,4561,THERE THERE,ORANGE,$16.00 ,$12.00 ,
ENGL,4561,WASHINGTON BLACK,EDUGYAN,$16.95 ,$12.70 ,
ENGL,4561,FUTURE HOME OF THE LIVING GOD,ERDRICH,$16.99 ,$8.47 ,
ENGL,4561,MARS ROOM,KUSHNER,$17.00 ,$12.75 ,
ENGL,4561,AN AMERICAN MARRIAGE,JONES,$16.95 ,$12.70 ,
ENGL,4561,OVERSTORY,POWERS,$18.95 ,$14.20 ,
ENGL,4561,OTHER AMERICANS,LALAMI,$25.95 ,$19.50 ,
ENGL,4562,DEATH & THE KING'S HORSEMAN (ED: GIKANDI ),SOYINKA,$21.32 ,$14.93 ,
ENGL,4562,SWEAT,NOTTAGE,$14.95 ,$11.21 ,
ENGL,4562,INFORMATION FOR FOREIGNERS,GAMBARO,$22.00 ,$10.96 ,
ENGL,4562,HARVEST,PADMANABHAN,$16.95 ,$10.12 ,
ENGL,4562,ESSENTIAL DRAMATURGY,LANG,$33.13 ,$24.85 ,
ENGL,4562,SEA OF POPPIES,GHOSH,$20.00 ,$14.93 ,
ENGL,4562,BLACK ATLANTIC,GILROY,$33.00 ,$24.63 ,
ENGL,4562,RIVER OF SMOKE,GHOSH,$20.00 ,$8.94 ,
ENGL,4562,SACRED HUNGER,UNSWORTH,$16.95 ,$8.42 ,
ENGL,4580,WELL OF LONELINESS,HALL,$17.00 ,$8.45 ,
ENGL,4580,JANE EYRE,BRONTE,$9.00 ,$4.48 ,
ENGL,4580,MY YEAR OF MEATS,OZEKI,$17.00 ,$8.45 ,
ENGL,4580,INCIDENTS IN THE LIFE OF A SLAVE GIRL,JACOBS,$5.00 ,$2.49 ,
ENGL,4580,LET US DREAM,COLE,$7.99 ,$5.99 ,
ENGL,4590,ORESTEIA (TRANS: FAGLES ),AESCHYLUS,$10.77 ,$7.46 ,
ENGL,4590,THREE THEBAN PLAYS,SOPHOCLES,$15.00 ,$7.46 ,
ENGL,4590,BIRTH OF TRAGEDY & THE CASE OF WAGNER,NIETZSCHE,$12.95 ,$6.45 ,
ENGL,4590,MIDSUMMER NIGHT'S DREAM NEWLY REV ED,SHAKESPEARE,$5.95 ,$2.97 ,
ENGL,4590,FRANKENSTEIN,SHELLEY,$6.00 ,$4.50 ,
ENGL,4590,ROMEO & JULIET NEWLY REV ED,SHAKESPEARE,$5.95 ,$3.70 ,
ENGL,4590,COMPLETE PLAYS (NEW ED),MARLOWE,$17.00 ,$8.46 ,
ENGL,4590,TIS PITY SHE'S A WHORE & OTHER PLAYS,FORD,$12.95 ,$6.43 ,
ENGL,4590,ON POETICS (TRANS: BENARDETE),ARISTOTLE,$11.00 ,$7.57 ,
ENGL,4590,THREE PLAYS,ONEILL,$16.95 ,$8.43 ,
ENGL,4590,BORIS GODUNOV & OTHER DRAMATIC WORKS,PUSHKIN,$13.95 ,$6.94 ,
ENGL,4590,BACCHAE AND OTHER PLAYS,EURIPIDES,$13.00 ,$6.46 ,
ENGL,4590,DON CARLOS & MARY STUART,SCHILLER,$13.95 ,$6.94 ,
ENGL,4590,"COLLECTED POEMS, PROSE & PLAYS",FROST,$24.28 ,$17.42 ,
ENGL,4590,NEW AND SELECTED POEMS,SIMIC,$21.73 ,$16.30 ,
ENGL,4590,SELECTED POEMS,STEVENS,$15.96 ,$9.93 ,
ENGL,4590,**WHAT WAS LOST,MORRIS,$24.95 ,$18.70 ,
ENGL,4590,POEMS,BISHOP,$13.47 ,$7.96 ,
ENGL,4590,NATIVE GUARD,TRETHEWEY,$9.77 ,$7.33 ,
ENGL,4998,HOW TO WRITE A SENTENCE,FISH,$14.99 ,$7.45 ,
ENGL,4998,GARNER'S MODERN ENGLISH USAGE,GARNER,$50.00 ,$37.50 ,
ENGL,4998,(eBook) How to Write a Sentence,FISH,$14.99 ,$0.00 ,
ENGL,5100,INTRO TO OLD ENGLISH,BAKER,$55.00 ,$39.70 ,
ENGL,5100,(eBook) Introduction to Old English,BAKER,$44.99 ,$0.00 ,
ENGL,5559,INTUITIONIST,WHITEHEAD,$16.00 ,$7.97 ,
ENGL,5559,LEFT HAND OF DARKNESS,LEGUIN,$16.00 ,$12.14 ,
ENGL,5559,KNOWN WORLD,JONES,$14.95 ,$7.43 ,
ENGL,5559,RAGTIME,DOCTOROW,$18.00 ,$8.96 ,
ENGL,5559,FRANKENSTEIN,SHELLEY,$20.66 ,$15.43 ,
ENGL,5559,MEZZANINE,BAKER,$15.00 ,$11.36 ,
ENGL,5559,BELLY OF PARIS,ZOLA,$12.95 ,$6.45 ,
ENGL,5559,AT WEDDINGS AND WAKES,MCDERMOTT,$16.00 ,$7.97 ,
ENGL,5559,KINGDOM OF THIS WORLD,CARPENTIER,$15.00 ,$11.36 ,
,,Page 25 of 79,,,,
Dept,Course,Title,Author,New,Used,
ENGL,5559,DEATH COMES FOR THE ARCHBISHOP,CATHER,$15.00 ,$7.46 ,
ENGL,5559,MONSTERS OF TEMPLETON,GROFF,$16.00 ,$12.00 ,
ENGL,5559,**ISLAND OF DR. MOREAU,WELLS,$11.99 ,$8.99 ,
ENGL,5559,**WAR OF THE WORLDS,WELLS,$11.99 ,$8.99 ,
ENGL,5559,MARX-ENGELS READER,TUCKER,$36.19 ,$25.37 ,
ENGL,5559,MARRIAGE OF HEAVEN & HELL,BLAKE,$7.95 ,$3.96 ,
ENGL,5559,"POETRY, LANGUAGE, THOUGHT",HEIDEGGER,$15.99 ,$7.96 ,
ENGL,5559,REMAINDER,MCCARTHY,$16.95 ,$8.42 ,
ENGL,5559,ALIEN PHENOMENOLOGY,BOGOST,$19.95 ,$9.93 ,
ENGL,5559,OBJECT-ORIENTED ONTOLOGY,HARMAN,$17.95 ,$13.50 ,
ENGL,5559,PATTERN POETRY,HIGGINS,$36.95 ,$27.58 ,
ENGL,5559,AFTER FINITUDE,MEILLASSOUX,$22.95 ,$16.39 ,
ENGL,5559,EMILY DICKINSON'S POEMS,DICKINSON,$41.00 ,$30.75 ,
ENGL,5559,LITTLE SPARTA,SHEELER,$21.99 ,$16.50 ,
ENGL,5559,THINGS FALL APART,ACHEBE,$7.27 ,$6.46 ,
ENGL,5559,"BREATH, EYES, MEMORY",DANTICAT,$14.95 ,$7.46 ,
ENGL,5559,"FASTING, FEASTING",DESAI,$14.99 ,$7.46 ,
ENGL,5559,ONE HUNDRED YEARS OF SOLITUDE (TRANS. RABASSA)GARCIA MARQUEZ,,$16.99 ,$8.46 ,
ENGL,5559,MIDNIGHT'S CHILDREN 25TH ANNIV ED,RUSHDIE,$18.00 ,$8.96 ,
ENGL,5559,LIFE & TIMES OF MICHAEL K,COETZEE,$14.62 ,$7.46 ,
ENGL,5559,SONG FOR NIGHT,ABANI,$14.95 ,$7.73 ,
ENGL,5700,KNOWN WORLD,JONES,$14.95 ,$7.43 ,
ENGL,5700,MERCY,MORRISON,$12.51 ,$7.94 ,
ENGL,5700,PROFESSOR'S DAUGHTER,RABOTEAU,$21.00 ,$10.45 ,
ENGL,5700,ERASURE,EVERETT,$16.00 ,$9.55 ,
ENGL,5700,SALVAGE THE BONES,WARD,$17.00 ,$8.46 ,
ENGL,5700,SILVER SPARROW,JONES,$15.95 ,$12.00 ,
ENGL,5700,BEFORE YOU SUFFOCATE YOUR OWN FOOL SELF,EVANS,$16.00 ,$7.96 ,
ENGL,5700,UNDERGROUND RAILROAD,WHITEHEAD,$27.00 ,$13.43 ,
ENGL,5700,AN AMERICAN MARRIAGE,JONES,$16.95 ,$12.75 ,
ENGL,5810,**PRINCIPLES OF BIBLIOGRAPHICAL DESCRIPTION BOWERS,,$29.95 ,$22.46 ,
ENGL,5810,NEW INTRODUCTION TO BIBLIOGRAPHY,GASKELL,$29.95 ,$22.36 ,
ENGL,5810,ABC FOR BOOK COLLECTORS,CARTER,$29.95 ,$14.91 ,
ENGL,5810,BIBLIOGRAPHICAL ANALYSIS,TANSELLE,$31.99 ,$23.99 ,
ENGL,5830,FOUR QUARTETS,ELIOT,$9.99 ,$4.97 ,
ENGL,5830,TO THE LIGHTHOUSE (INTRO BY WELTY ),WOOLF,$14.99 ,$7.46 ,
ENGL,5830,SONGS OF INNOCENCE & OF EXPERIENCE,BLAKE,$11.81 ,$9.93 ,
ENGL,5830,MARRIAGE OF HEAVEN & HELL,BLAKE,$7.95 ,$3.96 ,
ENGL,5830,PALM AT THE END OF THE MIND,STEVENS,$16.95 ,$12.70 ,
ENGL,5830,DEATH & THE KING'S HORSEMAN,SOYINKA,$14.95 ,$7.45 ,
ENGL,5830,BELOVED W/NEW FOREWORD,MORRISON,$12.53 ,$7.96 ,
ENGL,5830,NATURAL SUPERNATURALISM,ABRAMS,$28.95 ,$21.61 ,
ENGL,5830,PARADISE LOST AND PARADISE REGAINED,MILTON,$7.95 ,$3.96 ,
ENGL,5830,MIMESIS,AUERBACH,$24.95 ,$12.42 ,
ENGL,5830,ODYSSEY OF HOMER P.S. ED (TRANS: LATTIMORE)HOMER,,$15.99 ,$7.96 ,
ENGL,5830,INFERNO (TRANS. R. HOLLANDER),DANTE,$14.40 ,$8.96 ,
ENGL,5830,HAMLET,SHAKESPEARE,$12.95 ,$6.45 ,
ENGL,5830,(eBook) The Odyssey of Homer,HOMER,$13.99 ,$0.00 ,
ENGL,5830,(eBook) Mimesis,AUERBACH,$23.29 ,$0.00 ,
ENGL,8480,CLARISSA (ED. ROSS),RICHARDSON,$26.00 ,$12.93 ,
ENGL,8480,HISTORY OF TOM JONES (ED. BOWERS),FIELDING,$32.95 ,$24.60 ,
ENGL,8480,PILGRIM'S PROGRESS (ED. Wall),BUNYAN,$19.33 ,$13.81 ,
ENGL,8480,ROBINSON CRUSOE NEW ED (ED: KEYMER ),DEFOE,$7.78 ,$3.96 ,
ENGL,8480,NORTHANGER ABBEY & OTHER WORKS,AUSTEN,$6.95 ,$5.27 ,
ENGL,8480,LIFE & OPINIONS OF TRISTRAM SHANDY (REV),STERNE,$11.95 ,$5.94 ,
,,Page 26 of 79,,,,
Dept,Course,Title,Author,New,Used,
ENGL,8480,MYSTERIES OF UDOLPHO (ED. DOBREE),RADCLIFFE,$13.95 ,$6.94 ,
ENGL,8480,PRINTERS GRAMMAR,SMITH,$36.99 ,$26.99 ,
ENGL,8527,*NORTON SHAKESPEARE: HISTORIES,GREENBLATT,$60.00 ,$48.00 ,
ENGL,8527,*NORTON SHAKESPEARE: TRAGEDIES,GREENBLATT,$60.00 ,$46.78 ,
ENGL,8560,TRACKS,ERDRICH,$8.98 ,$7.96 ,
ENGL,8560,WOMAN WARRIOR,KINGSTON,$13.00 ,$7.94 ,
ENGL,8560,BELOVED W/NEW FOREWORD,MORRISON,$12.53 ,$7.96 ,
ENGL,8560,BRIEF WONDROUS LIFE OF OSCAR WAO,DIAZ,$10.21 ,$7.97 ,
ENGL,8560,NO-NO BOY,OKADA,$16.95 ,$14.90 ,
ENGL,8560,TROPIC OF ORANGE,YAMASHITA,$13.78 ,$10.33 ,
ENGL,8596,UNDAUNTED COURAGE,AMBROSE,$19.00 ,$9.46 ,
ENGL,8596,LEWIS AND CLARK JOURNALS,MOULTON,$22.95 ,$17.20 ,
ENGL,8596,SHANNON,MCCRATH,$13.99 ,$10.50 ,
ENGL,8596,BUFFALO DANCE,WALKER,$17.95 ,$12.75 ,
ENGL,8596,WHEN WINTER COME,WALKER,$17.95 ,$13.40 ,
ENGL,8830,WELL OF LONELINESS,HALL,$17.00 ,$8.45 ,
ENGL,8830,JANE EYRE,BRONTE,$9.00 ,$4.48 ,
ENGL,8830,MY YEAR OF MEATS,OZEKI,$17.00 ,$8.45 ,
ENGL,8830,INCIDENTS IN THE LIFE OF A SLAVE GIRL,JACOBS,$5.00 ,$2.49 ,
ENGL,8830,LET US DREAM,COLE,$7.99 ,$5.99 ,
ENGL,9540,SALOME,BEARDSLEY,$11.95 ,$8.25 ,
ENGL,9540,MALDOROR,LAUTREAMONT,$17.95 ,$8.93 ,
ENGL,9540,COMPLETE POETRY & PROSE OF WILLIAM BLAKE,BLAKE,$28.00 ,$13.94 ,
ENGL,9540,DISGRACE,COETZEE,$12.80 ,$7.96 ,
ENGL,9540,"POETRY, TALES & SELECTED ESSAYS",POE,$19.95 ,$9.93 ,
ENGL,9540,POEMS OF EMILY DICKINSON,FRANKLIN,$27.50 ,$21.07 ,
ENGL,9540,BYRON'S POETRY & PROSE (ED: LEVINE ),BYRON,$25.36 ,$17.73 ,
ENGL,9540,MELMOTH THE WANDERER,MATURIN,$12.95 ,$6.43 ,
ENGL,9540,MARRIAGE OF HEAVEN & HELL,BLAKE,$12.68 ,$8.43 ,
ENGL,9540,COLERIDGE'S POETRY & PROSE (ED: HALMI),COLERIDGE,$30.67 ,$21.64 ,
ENGL,9540,BLOODY CHAMBER,CARTER,$13.07 ,$11.90 ,
ENGL,9540,BIRTH-MARK,HOWE,$16.95 ,$12.75 ,
ENGL,9540,MOBY DICK (ED. PARKER),MELVILLE,$23.13 ,$18.50 ,
ENGL,9540,(eBook) Moby-Dick (Third Edition),(Norton Critical Editions)MELVILLE,$12.99 ,$0.00 ,
ENGL,9540,(eBook) The Birth-mark: Essays,HOWE,$16.95 ,$0.00 ,
ENGL,9540,(eBook) Maldoror: (Les Chants de Maldoror),LAUTREAMONT,$17.95 ,$0.00 ,
ENGL,9540,TALES OF WONDER,LEWIS,$25.95 ,$18.63 ,
ENGL,9540,(eBook) Tales of Wonder,LEWIS,$20.21 ,$0.00 ,
ENGR,1624,MATLAB: INTRO WITH APPLICATIONS,GILAT,$75.00 ,$30.25 ,
ENWR,1505,FROM INQUIRY TO ACADEMIC WRITING,GREENE,$45.99 ,$36.23 ,
ENWR,1505,(eBook) From Inquiry to Academic Writing: A Practical GuideGREENE,,$22.99 ,$0.00 ,
ENWR,1505,FROM INQUIRY TO ACADEMIC WRITING,GREENE,$45.99 ,$36.23 ,
ENWR,1505,(eBook) From Inquiry to Academic Writing: A Practical GuideGREENE,,$22.99 ,$0.00 ,
ENWR,1505,ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN,ALEXIE,$8.70 ,$7.94 ,
ENWR,1505,WRITING ABOUT WRITING,WARDLE,$71.24 ,$59.78 ,
ENWR,1505,WOE IS I,O'CONNER,$16.00 ,$7.97 ,
ENWR,1505,(eBook) Writing about Writing,WARDLE,$34.99 ,$0.00 ,
ENWR,1505,ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN,ALEXIE,$8.70 ,$7.94 ,
ENWR,1505,WRITING ABOUT WRITING,WARDLE,$71.24 ,$59.78 ,
ENWR,1505,WOE IS I,O'CONNER,$16.00 ,$7.97 ,
ENWR,1505,(eBook) Writing about Writing,WARDLE,$34.99 ,$0.00 ,
ENWR,1510,FAULT IN OUR STARS,"GREEN, JOHN",$12.99 ,$6.46 ,
ENWR,1510,"GOODBYE, COLUMBUS & FIVE SHORT STORIES",ROTH,$16.95 ,$9.15 ,
ENWR,1510,BLACK BOY P.S. ED,WRIGHT,$16.99 ,$12.89 ,
ENWR,1510,JOE GOULD'S SECRET,MITCHELL,$15.00 ,$11.36 ,
,,Page 27 of 79,,,,
Dept,Course,Title,Author,New,Used,
ENWR,1510,NORMAL PEOPLE,ROONEY,$28.00 ,$21.00 ,
ENWR,1510,SUNFLOWER (REV & EXPD),WIESENTHAL,$16.95 ,$8.43 ,
ENWR,1510,AMUSING OURSELVES TO DEATH 20TH ANNIV ED,POSTMAN,$17.00 ,$8.46 ,
ENWR,1510,"THEY SAY, I SAY",GRAFF,$28.75 ,$20.52 ,
ENWR,1510,(eBook) They Say / I Say: The Moves That Matter in Academic Writing (Fourth EditGRAFF,,$14.67 ,$0.00 ,
ENWR,1510,END OF NATURE,MCKIBBEN,$16.00 ,$7.97 ,
ENWR,1510,REWRITING - 2nd EDITION REVISED,HARRIS,$22.95 ,$17.13 ,
ENWR,1510,(eBook) Rewriting,HARRIS,$17.69 ,$0.00 ,
ENWR,1510,"THEY SAY, I SAY",GRAFF,$28.75 ,$20.52 ,
ENWR,1510,(eBook) They Say / I Say: The Moves That Matter in Academic Writing (Fourth EditGRAFF,,$14.67 ,$0.00 ,
ENWR,1510,REWRITING - 2nd EDITION REVISED,HARRIS,$22.95 ,$17.13 ,
ENWR,1510,(eBook) Rewriting,HARRIS,$17.69 ,$0.00 ,
ENWR,1510,REFERENCE THE SUPPLIES LIST ON THE SYLLABUS FOR THIS COURSESYLLABUS,,$0.00 ,$0.00 ,
ENWR,1510,**MLA HANDBOOK FOR WRITERS OF RESEARCH PAPERSMODERN LANGUAGRequired,,$15.00 ,$9.00 ,
ENWR,1510,**SCRAPBOOKING STORAGE BOX ORGANIZER,N/A,$10.00 ,$7.50 ,
ENWR,1510,END OF NATURE,MCKIBBEN,$16.00 ,$7.97 ,
ENWR,1510,REWRITING - 2nd EDITION REVISED,HARRIS,$22.95 ,$17.13 ,
ENWR,1510,(eBook) Rewriting,HARRIS,$17.69 ,$0.00 ,
ENWR,1510,"THEY SAY, I SAY",GRAFF,$28.75 ,$20.52 ,
ENWR,1510,(eBook) They Say / I Say: The Moves That Matter in Academic Writing (Fourth EditGRAFF,,$14.67 ,$0.00 ,
