Dept,Course,Title,Author,New,Used,
LING,7400,LINGUISTICS,HORNSBY,$16.99 ,$12.75 ,
LING,7400,**MORE THAN A NATIVE SPEAKER,SNOW,$54.95 ,$41.01 ,
LING,7400,(ebook) Analyzing English Grammar,KLAMMER,$39.99 ,$0.00 ,
LNGS,3250,**LNGS 3250 PACKET I (09V): HANDOUTS TO ACCOMPANY CLASSROOM LECTURESELSON,,$7.75 ,$3.60 ,
LNGS,3250,,,$32.25 ,,
LPPA,4240,**MONOCLECAT 1 SEMESTER SUBSCRIPTION,TOP HAT MONOCLERequired,$26.37 ,$26.00 ,
LPPA,4240,REAL STATS,BAILEY,$105.95 ,$84.28 ,
LPPA,4240,(eBook) Real Stats,BAILEY,$56.48 ,$0.00 ,
LPPA,6100,MICROECONOMICS,PINDYCK,$265.88 ,$49.25 ,
LPPL,2100,FORGED IN CRISIS,KOEHN,$19.00 ,$14.25 ,
LPPL,3100,SOCIAL PSYCHOLOGY,KASSIN,$199.75 ,$113.06 ,
LPPL,3100,**LL- SOCIAL PSYCHOLOGY,KASSIN,$127.01 ,$67.91 ,
LPPL,3100,(eBook) Social Psychology,KASSIN,$27.99 ,$0.00 ,
LPPL,7025,MORAL TRIBES,GREENE,$19.00 ,$14.41 ,
LPPL,7025,MEETING THE ETHICAL CHALLENGES OF LEADERSHIPJOHNSON,,$95.00 ,$71.25 ,
LPPL,7025,FORGED IN CRISIS,KOEHN,$19.00 ,$14.25 ,
LPPL,7025,(eBook) Meeting the Ethical Challenges of Leadership,JOHNSON,$44.33 ,$0.00 ,
LPPP,3001,CQ PRESS WRITING GUIDE FOR PUBLIC POLICY,PENNOCK,$34.00 ,$25.50 ,
LPPP,3200,**BNDL PRACTICAL GUIDE TO POLICY ANALYSIS & PRESS WRITING GUIDEBARDACH,,$44.00 ,$33.00 ,
LPPP,3250,ELUSIVE QUEST FOR GROWTH,EASTERLY,$35.95 ,$17.90 ,
LPPP,3250,BOTTOM BILLION,COLLIER,$10.20 ,$8.20 ,
LPPP,3250,POOR ECONOMICS,BANERJEE,$10.43 ,$8.96 ,
LPPP,3255,*REVEL FOR COMPARATIVE POLITICS,SAMUELS,$79.99 ,$59.99 ,
LPPP,3359,BUREAUCRACY (NEW ED),WILSON,$25.99 ,$19.40 ,
LPPP,3359,MASKS OF WAR,BUILDER,$31.00 ,$23.25 ,
LPPP,3359,HEART OF WAR,MCINNIS,$16.00 ,$12.00 ,
LPPP,3359,STRUCTURED ANALYTICAL TECHNIQUES FOR INTELLIGENCE ANALYSISPHERSON,,$81.00 ,$60.75 ,
LPPP,3359,(eBook) Structured Analytic Techniques for Intelligence AnalysisPHERSON,,$37.92 ,$0.00 ,
LPPP,3359,(eBook) Bureaucracy,WILSON,$16.99 ,$0.00 ,
LPPP,3500,PORTFOLIOS OF THE POOR,COLLINS,$38.60 ,$21.61 ,
LPPP,3500,**NEW MICROFINANCE HANDBOOK,LEDGERWOOD,$52.58 ,$49.95 ,
LPPP,3500,(eBook) Portfolios of the Poor,COLLINS,$27.02 ,$0.00 ,
LPPP,4725,DISCIPLINING THE POOR,SOSS,$33.00 ,$24.63 ,
LPPP,4725,WINNERS TAKE ALL,GIRIDHARADAS,$26.95 ,$13.42 ,
LPPP,5540,CONGRESSIONAL PROCEDURES & THE POLICY PROCESSOLESZEK,,$76.00 ,$56.72 ,
LPPP,5540,OXFORD HANDBOOK OF U.S. SOCIAL POLICY,BELAND,$50.00 ,$34.99 ,
LPPP,5540,(eBook) Congressional Procedures and the Policy ProcessOLESZEK,,$35.58 ,$0.00 ,
,,Page 42 of 79,,,,
Dept,Course,Title,Author,New,Used,
LPPP,6500,BILLIARDS AT HALF-PAST NINE,BOLL,$16.95 ,$12.85 ,
LPPP,6500,CYCLIST,BERBERIAN,$13.99 ,$10.50 ,
LPPP,6500,ATTACK,KHADRA,$16.00 ,$7.97 ,
LPPP,7559,ABOUT FACE W/NEW AFTERWORD,MANN,$17.95 ,$13.61 ,
LPPP,7559,A FRAGILE RELATIONSHIP,HARDING,$24.00 ,$18.00 ,
LPPP,7700,POLICY ANALYSIS,WEIMER,$105.00 ,$85.82 ,
LPPP,7700,(eBook) Policy Analysis,WEIMER,$52.50 ,$0.00 ,
LPPP,7700,**BNDL PRACTICAL GUIDE TO POLICY ANALYSIS & PRESS WRITING GUIDEBARDACH,,$44.00 ,$33.00 ,
LPPS,3240,DARK SIDE,MAYER,$17.00 ,$8.46 ,
LPPS,3240,CONTENDING WITH TERRORISM,BROWN,$32.00 ,$23.88 ,
LPPS,3240,SIRENS OF BAGHDAD,KHADRA,$16.00 ,$7.97 ,
LPPS,3240,OVERBLOWN,MUELLER,$18.95 ,$14.20 ,
LPPS,3240,AMONG THE DEAD CITIES,GRAYLING,$22.95 ,$17.20 ,
LPPS,3240,TERROR IN THE MIND OF GOD,JUERGENSMEYER,$37.44 ,$29.95 ,
LPPS,3240,"(eBook) Terror in the Mind of God, Fourth Edition",JUERGENSMEYER,$27.95 ,$0.00 ,
LPPS,3280,UNFINISHED LIFE: JOHN F. KENNEDY 1917-1963,DALLEK,$18.00 ,$8.96 ,
LPPS,3280,KENNEDY HALF - CENTURY,SABATO,$20.00 ,$9.96 ,
LPPS,3310,BETWEEN THE WORLD AND ME,COATES,$26.00 ,$12.43 ,
LPPS,3310,POLICING AND RACE IN AMERICA,WARD,$42.99 ,$32.50 ,
LPPS,3360,BLUEPRINT FOR REVOLUTION,POPOVIC,$17.00 ,$8.46 ,
LPPS,3360,POPULIST MOMENT,GOODWYN,$19.95 ,$14.90 ,
LPPS,3460,CONGRESSIONAL PROCEDURES & THE POLICY PROCESSOLESZEK,,$76.00 ,$56.72 ,
LPPS,3460,OXFORD HANDBOOK OF U.S. SOCIAL POLICY,BELAND,$50.00 ,$34.99 ,
LPPS,3460,(eBook) Congressional Procedures and the Policy ProcessOLESZEK,,$35.58 ,$0.00 ,
LPPS,6710,CONGRESS RECONSIDERED,DODD,$74.00 ,$55.50 ,
LPPS,6710,(eBook) Congress Reconsidered,DODD,$34.42 ,$0.00 ,
LPPS,6710,CONGRESS AND ITS MEMBERS,DAVIDSON,$82.00 ,$61.50 ,
MAE,2010,INTRO TO FLIGHT,ANDERSON,$204.14 ,$179.85 ,
MAE,2010,(eBook) eBook Online Access for Introduction to Flight,ANDERSON,$52.49 ,$0.00 ,
MAE,2300,**ENGINEERING MECHANICS STAND ALONE W/ EBOOKHIBBELER,,$126.08 ,$100.86 ,
MAE,2300,**ENGINEERING MECH- LL W/ ACCESS CODE & EBOOKHIBBELER,,$158.81 ,$134.99 ,
MAE,2300,(eBook) MasteringEngineering with Pearson eText -- Standalone Access Card - forHIBBELER,,$117.64 ,$0.00 ,
MAE,2300,ENGINEERING MECHANICS STATICS,HIBBELER,$229.80 ,$53.00 ,
MAE,2300,(eBook) Engineering Mechanics,HIBBELER,$93.99 ,$0.00 ,
MAE,3130,NANOSCALE ENERGY TRANSPORT & CONVERSIONCHEN,,$207.06 ,$153.75 ,
MAE,3210,**CUSTOM FUNDAMENTALS OF FLUID MECHANICS,SCHNIPKE,$91.11 ,$68.33 ,
MAE,3310,ADVANCED MECHANICS OF MATERIALS AND APPLIE ELASTICITYUGURAL,,$160.00 ,$120.00 ,
MAE,3310,(eBook) Advanced Mechanics of Materials and Applied ElasticityUGURAL,,$128.00 ,$0.00 ,
MAE,3610,MATERIALS,ASHBY,$130.00 ,$97.01 ,
MAE,3710,LINEAR SYSTEMS & SIGNALS,LATHI,$175.00 ,$60.00 ,
MAE,3710,SYSTEM DYNAMICS,PALM,$168.45 ,$142.46 ,
MAE,3710,(ebook) System Dynamics,PALM,$119.31 ,$0.00 ,
MAE,4120,(eBook) Aircraft Propulsion,FAROKHI,$71.99 ,$0.00 ,
MAE,4120,AIRCRAFT PROPULSION,FAROKHI,$99.95 ,$74.60 ,
MAE,4501,PRODUCTION SYSTEMS ENGINEERING,LI,$100.14 ,$94.00 ,
MAE,4650,*FUNDAMENTALS OF AIRCRAFT & AIRSHIP DESIGN NICOLAI,,$119.95 ,$89.97 ,
MAE,6120,NANOSCALE ENERGY TRANSPORT & CONVERSIONCHEN,,$207.06 ,$153.75 ,
MAE,6410,ADVANCED ENGINEERING MATHEMATICS,GREENBERG,$221.65 ,$89.55 ,
MAE,6410,"APPLIED PARTIAL DIFFERENTIAL EQUATIONS, ETC",HABERMAN,$173.56 ,$89.55 ,
MAE,6410,(eBook) Applied Partial Differential Equations with Fourier Series and BoundaryHABERMAN,,$44.99 ,$0.00 ,
MAE,6592,PRODUCTION SYSTEMS ENGINEERING,LI,$100.14 ,$94.00 ,
MAE,6610,FEEDBACK CONTROL OF DYNAMIC SYSTEMS,FRANKLIN,$246.65 ,$184.99 ,
MAE,6610,(eBook) Feedback Control of Dynamic Systems,FRANKLIN,$59.99 ,$0.00 ,
MAE,6620,LINEAR SYSTEM THEORY & DESIGN,CHEN,$188.19 ,$149.96 ,
MAE,6620,LINEAR SYSTEM THEORY & DESIGN,CHEN,$188.19 ,$149.96 ,
,,Page 43 of 79,,,,
Dept,Course,Title,Author,New,Used,
MATH,1140,**MATHEMATICS OF MONEY,BIEHLER,$45.33 ,$31.72 ,
MATH,1190,*ENHANCED WEBASSIGN W/EBOOK,TAN,$94.00 ,$70.50 ,
MATH,1190,"(eBook) Applied Calculus for the Managerial, Life, and Social SciencesTAN",,$33.99 ,$0.00 ,
MATH,1210,*ENHANCED WEBASSIGN W/EBOOK,TAN,$94.00 ,$70.50 ,
MATH,1220,*ENHANCED WEBASSIGN W/EBOOK,TAN,$94.00 ,$70.50 ,
MATH,1310,*LL-SINGLE VARIABLE CALCULUS: EARLY TRANSCENDENTALSSTEWART,,$129.41 ,$110.00 ,
MATH,1320,*LL-SINGLE VARIABLE CALCULUS: EARLY TRANSCENDENTALSSTEWART,,$129.41 ,$110.00 ,
MATH,2310,*LL-MULTIVARIABLE CALCULUS W/WEBASSIGN MULTI-TERM ACCESS CODESTEWART,,$151.47 ,$128.75 ,
MATH,2310,*LL-MULTIVARIABLE CALCULUS W/WEBASSIGN MULTI-TERM ACCESS CODESTEWART,,$151.47 ,$128.75 ,
MATH,2310,*LL-MULTIVARIABLE CALCULUS W/WEBASSIGN MULTI-TERM ACCESS CODESTEWART,,$151.47 ,$128.75 ,
MATH,2310,*LL-MULTIVARIABLE CALCULUS W/WEBASSIGN MULTI-TERM ACCESS CODESTEWART,,$151.47 ,$128.75 ,
MATH,2310,MULTIVARIABLE CALCULUS,STEWART,$242.98 ,$210.07 ,
MATH,2310,(ebook) Multivariable Calculus,STEWART,$34.49 ,$0.00 ,
MATH,2310,*LL-MULTIVARIABLE CALCULUS W/WEBASSIGN MULTI-TERM ACCESS CODESTEWART,,$151.47 ,$128.75 ,
MATH,2315,MULTIVARIABLE MATHEMATICS,WILLIAMSON,$113.99 ,$89.55 ,
MATH,2315,DIFFERENTIAL EQUATIONS,KRANTZ,$81.77 ,$61.32 ,
MATH,2315,(eBook) Differential Equations,KRANTZ,$28.98 ,$0.00 ,
MATH,3100,PROBABILITY,PITMAN,$84.99 ,$63.43 ,
MATH,3100,(eBook) Probability,PITMAN,$46.46 ,$0.00 ,
MATH,3100,PROBABILITY,PITMAN,$84.99 ,$63.43 ,
MATH,3100,(eBook) Probability,PITMAN,$46.46 ,$0.00 ,
MATH,3100,PROBABILITY,PITMAN,$84.99 ,$63.43 ,
MATH,3100,(eBook) Probability,PITMAN,$46.46 ,$0.00 ,
MATH,3250,**CUSTOM MATH 3250 WEBASSIGN ACCESS CODE,BOURDON,$25.50 ,$22.95 ,
MATH,3250,**MATH 3250 EXERCISE SETS PACKET: ORDINARY DIFFERENTIAL EQUATIONSBOURDON,,$17.80 ,$0.00 ,
MATH,3310,UNDERSTANDING ANALYSIS,ABBOTT,$59.99 ,$45.00 ,
MATH,3310,(eBook) Understanding Analysis,ABBOTT,$32.79 ,$0.00 ,
MATH,3340,FUNDAMENTALS OF COMPLEX ANALYSIS W/APPL TO ENG & SCISAFF,,$171.00 ,$145.28 ,
MATH,3340,(ebook) Fundamentals of Complex Analysis: with Applications to Engineering and SSAFF,,$29.99 ,$0.00 ,
MATH,3350,LINEAR ALGEBRA WITH APPLICATIONS,HOLT,$155.28 ,$131.34 ,
MATH,3350,(eBook) Linear Algebra with Applications,HOLT,$55.99 ,$0.00 ,
MATH,3351,LINEAR ALGEBRA & ITS APPLICATIONS,LAY,$182.34 ,$154.99 ,
MATH,3351,(ebook) Linear Algebra and Its Applications,LAY,$49.99 ,$0.00 ,
MATH,3351,LINEAR ALGEBRA WITH APPLICATIONS,HOLT,$155.28 ,$131.34 ,
MATH,3351,(eBook) Linear Algebra with Applications,HOLT,$55.99 ,$0.00 ,
MATH,3354,(ebook) Elements of Modern Algebra,GILBERT,$27.99 ,$0.00 ,
MATH,3354,ELEMENTS OF MODERN ALGEBRA,GILBERT,$176.42 ,$150.00 ,
MATH,4040,**INTRODUCTORY COMBINATORICS,BRUALDI,$169.59 ,$143.43 ,
MATH,4110,INTRO TO STOCHASTIC PROCESSES,LAWLER,$110.00 ,$82.09 ,
MATH,4140,INTRO TO THE MATHEMATICS OF FINANCE,WILLIAMS,$45.00 ,$33.58 ,
MATH,4220,ADVANCED ENGINEERING MATHEMATICS,O'NEIL,$176.42 ,$140.30 ,
MATH,4220,(eBook) Advanced Engineering Mathematics,O'NEIL,$33.99 ,$0.00 ,
MATH,4310,PRINCIPLES OF MATHEMATICAL ANALYSIS,RUDIN,$137.39 ,$114.18 ,
MATH,4651,*LL: LINEAR ALGEBRA,FRIEDBERG,$139.99 ,$104.99 ,
MATH,4720,DIFFERENTIAL GEOMETRY OF CURVES & SURFACESDO CARMO,,$34.95 ,$22.46 ,
MATH,4720,(eBook) Differential Geometry of Curves and Surfaces,DO CARMO,$15.65 ,$0.00 ,
MATH,4770,TOPOLOGY (CLASSIC VERSION),"MUNKRES, JAMES",$99.99 ,$75.00 ,
MATH,5653,ELEMENTARY NUMBER THEORY,JONES,$44.99 ,$33.75 ,
MATH,5657,REPRESENTATION THEORY OF FINITE GROUPS,STEINBERG,$47.99 ,$35.99 ,
MATH,7340,COMPLEX ANALYSIS,STEIN,$99.95 ,$74.60 ,
MATH,7340,(eBook) Complex Analysis,STEIN,$46.64 ,$0.00 ,
MATH,7751,ABSTRACT ALGEBRA,DUMMIT,$132.95 ,$96.27 ,
MATH,8310,A COURSE IN FUNCTIONAL ANALYSIS,CONWAY,$79.95 ,$59.67 ,
MDST,2000,"MEDIA, CULTURE AND SOCIETY",HODKINSON,$67.00 ,$50.25 ,
MDST,2200,,CORRIGAN,$63.32 ,$46.64 ,
,,Page 44 of 79,,,,
Dept,Course,Title,Author,New,Used,
MDST,2810,,CORRIGAN,$63.32 ,$46.64 ,
MDST,3000,MEDIA & CULTURAL STUDIES,DURHAM,$61.95 ,$46.24 ,
MDST,3050,REVOLUTIONS IN COMMUNICATION,KOVARIK,$35.95 ,$26.84 ,
MDST,3105,LATINA/O STARS IN U.S. EYES,BELTRAN,$27.00 ,$20.15 ,
MDST,3105,LATINA/OS AND THE MEDIA,VALDIVIA,$35.25 ,$25.46 ,
MDST,3310,OXFORD HISTORY OF WORLD CINEMA,NOWELL-SMITH,$34.95 ,$26.21 ,
MDST,3310,AUDIO-VISION,CHION,$30.00 ,$22.39 ,
MDST,3310,VOICE IN CINEMA,CHION,$30.00 ,$22.39 ,
MDST,3405,LAW OF PUBLIC COMMUNICATION,MIDDLETON,$165.00 ,$68.00 ,
MDST,3405,LAW OF PUBLIC COMMUNICATION,MIDDLETON,$100.20 ,$97.01 ,
MDST,3405,(eBook) The Law of Public Communication,MIDDLETON,$67.50 ,$0.00 ,
MDST,3410,BEING GOOD,BLACKBURN,$14.95 ,$7.45 ,
MDST,3410,ANTI-SOCIAL MEDIA,VAIDHYANATHAN,$24.95 ,$18.63 ,
MDST,3410,BLACK OPS ADVERTISING,EINSTEIN,$17.95 ,$13.40 ,
MDST,3410,"COMPASSION, INC.",EINSTEIN,$46.60 ,$26.09 ,
MDST,3410,"TRUST ME, I'M LYING",HOLIDAY,$17.00 ,$8.45 ,
MDST,3410,"(eBook) Compassion, Inc.",EINSTEIN,$32.62 ,$0.00 ,
MDST,3410,SPEECH POLICE,KAYE,$15.99 ,$11.99 ,
MDST,3410,WRITING TO PERSUADE,HALL,$26.95 ,$20.20 ,
MDST,3505,INTERSECTIONALITY,COLLINS,$26.00 ,$19.40 ,
MDST,3630,PHILOSOPHY IN A TIME OF TERROR,BORRADORI,$25.00 ,$18.66 ,
MDST,3704,HOW TO PLAY VIDEO GAMES,PAYNE,$30.00 ,$22.50 ,
MDST,3704,(eBook) How to Play Video Games,PAYNE,$30.00 ,$0.00 ,
MDST,3750,HOW WOULD YOU LIKE TO PAY?,MAURER,$21.95 ,$16.39 ,
MDST,3750,PAID,MAURER,$17.95 ,$8.94 ,
MDST,4101,PRIVACY IN CONTEXT,NISSENBAUM,$25.95 ,$12.91 ,
MDST,4101,GOOGLIZATION OF EVERYTHING,VAIDHYANATHAN,$24.95 ,$18.63 ,
MDST,4101,AFTER SNOWDEN,GOLDFARB,$25.99 ,$12.91 ,
MDST,4101,PAX TECHNICA,HOWARD,$28.00 ,$20.90 ,
MDST,4101,PRIVACY: VERY SHORT INTRO,WACKS,$11.95 ,$5.94 ,
MDST,4101,SO YOU'VE BEEN PUBLICLY SHAMED,RONSON,$16.00 ,$7.96 ,
MDST,4101,SELF-TRACKING,NEFF,$15.95 ,$11.91 ,
MDST,4101,INTERNET OF THINGS,GREENGARD,$15.95 ,$8.43 ,
MDST,4101,BLACK BOX SOCIETY,PASQUALE,$37.00 ,$15.30 ,
MDST,4101,ANTI-SOCIAL MEDIA,VAIDHYANATHAN,$24.95 ,$18.63 ,
MDST,4101,BLACK BOX SOCIETY,PASQUALE,$15.19 ,$11.40 ,
MDST,4101,(eBook) The Googlization of Everything,VAIDHYANATHAN,$23.29 ,$0.00 ,
MDST,4106,EXPANDING VISTA,WATSON,$27.95 ,$20.87 ,
MDST,4310,,TURNER,$49.00 ,$36.57 ,
MDST,4310,,ABIDIN,$26.00 ,$19.50 ,
MDST,4310,,TURNER,$36.40 ,$0.00 ,
MDST,4320,STARS NEW EDITION,DYER,$34.95 ,$17.39 ,
MDST,4320,"WHY YOU CRYING? MY LONG, HARD LOOK AT LIFE, LOVE, AND LAUGHTERLOPEZ",,$15.99 ,$7.94 ,
MDST,4320,I'M THE ONE THAT I WANT,CHO,$17.00 ,$7.96 ,
MDST,4559,MEDIATED MEMORIES IN THE DIGITAL AGE,VAN DIJCK,$32.00 ,$17.13 ,
MDST,4559,TEXTUAL POACHERS,JENKINS,$51.95 ,$38.78 ,
MDST,4559,PARTICIPATORY CULTURE IN A NETWORKED ERA,JENKINS,$19.95 ,$9.93 ,
MDST,4704,CRITICAL POLITICAL ECONOMY OF THE MEDIA,HARDY,$50.95 ,$38.03 ,
MDST,4704,BECOMING DIGITAL,MOSCO,$27.99 ,$20.90 ,
MED,MEDICAL SPANISH001,BASIC SPANISH FOR MEDICAL PERSONNEL 2ND ENHANCEDJARVIS,,$132.36 ,$112.80 ,
MED,MEDICAL SPANISH001,(ebook) Spanish for Medical Personnel Enhanced Edition: The Basic Spanish SeriesJARVIS,,$25.49 ,$0.00 ,
MESA,2300,INDIAN OCEAN IN WORLD HISTORY,ALPERS,$20.41 ,$17.13 ,
MESA,2300,FROM THE RUINS OF EMPIRE,MISHRA,$20.00 ,$9.45 ,
MSE,2090,*LL: MATERIALS SCIENCE AND ENGINEERING W/WILEYPLUSCALLISTER,,$127.06 ,$108.00 ,
MSE,2090,*STAND ALONE MATERIALS SCIENCE AND ENGINEERING ACCESS CODECALLISTER,,$96.47 ,$82.00 ,
,,Page 45 of 79,,,,
Dept,Course,Title,Author,ISBN,New,Used
MSE,3610,MATERIALS,ASHBY,978-0-08-102376-1,$130.00 ,$97.01 
MSE,3670,PRINCIPLES OF ELECTRONIC MATERIALS & DEVICES (W/CD )KASAP,,0-07-310464-7,$293.67 ,$220.25 
MUPF,2110,IT'S NOT ON THE PAGE! HOW TO INTEGRATE JAZZ/JAZZ RHYTHM INTO CHORAL/SONAKASIAN,,0-9717270-0-7,$29.95 ,$26.25 
MUPF,2110,,,$2.59 ,,
MUPF,2110,YOU ALREADY KNOW HOW TO SING:,VOICE LESSONS- LIFE LESSONSNAKASIAN,0-9717270-1-5,$54.95 ,$45.00 
MUPF,2111,IT'S NOT ON THE PAGE! HOW TO INTEGRATE JAZZ/JAZZ RHYTHM INTO CHORAL/SONAKASIAN,,0-9717270-0-7,$29.95 ,$26.25 
MUPF,2111,,,$2.59 ,,
MUPF,2111,YOU ALREADY KNOW HOW TO SING:,VOICE LESSONS- LIFE LESSONSNAKASIAN,0-9717270-1-5,$54.95 ,$45.00 
MUPF,2180,MAIDEN VOYAGE V. 54,AEBERSOLD,978-1-56224-212-1,$12.44 ,$9.95 
MUPF,2180,JAZZ LANGUAGE (CODE JL),HAERLE,0-7604-0014-8,$17.99 ,$8.87 
MUPF,2180,GUITAR COMPING (JAZZ GUITAR STUDY SERIES #3) W/CD,GALBRAITH,$17.95 ,$13.50 ,
MUPF,2181,MAIDEN VOYAGE V. 54,AEBERSOLD,978-1-56224-212-1,$12.44 ,$9.95 
MUPF,2181,JAZZ LANGUAGE (CODE JL),HAERLE,0-7604-0014-8,$17.99 ,$8.87 
MUPF,2181,GUITAR COMPING (JAZZ GUITAR STUDY SERIES #3) W/CD,GALBRAITH,$17.95 ,$13.50 ,
MUPF,3110,IT'S NOT ON THE PAGE! HOW TO INTEGRATE JAZZ/JAZZ RHYTHM INTO CHORAL/SONAKASIAN,,0-9717270-0-7,$29.95 ,$26.25 
MUPF,3110,,,$2.59 ,,
MUPF,3110,YOU ALREADY KNOW HOW TO SING:,VOICE LESSONS- LIFE LESSONSNAKASIAN,0-9717270-1-5,$54.95 ,$45.00 
MUSI,1010,*MUSIC THEN & NOW,KELLY,978-0-393-92988-1,$122.35 ,$96.97 
MUSI,1010,(eBook) Music Then and Now,KELLY,978-0-393-91842-7,$63.33 ,$0.00 
MUSI,1310,CREATIVE APPROACH TO MUSIC FUND,DUCKWORTH,0-8400-2998-5,$124.95 ,$93.70 
MUSI,1310,NO BOOK ORDERED,NO BOOK,$0.00 ,$0.00 ,
MUSI,1310,CREATIVE APPROACH TO MUSIC FUND,DUCKWORTH,0-8400-2998-5,$124.95 ,$93.70 
MUSI,2070,LET'S TALK ABOUT LOVE,WILSON,0-8264-2788-X,$14.95 ,$7.45 
MUSI,2070,WOMEN WHO ROCK,MCDONNELL,978-0-316-55887-7,$35.00 ,$26.25 
MUSI,2140,ROMANCING THE FOLK,FILENE,0-8078-4862-X,$37.50 ,$18.66 
MUSI,2302,ALFRED'S GROUP PIANO FOR ADULTS BOOK 1 (W/CD )LANCASTER,,0-7390-5301-9,$60.99 ,$45.00 
MUSI,2308,SINGING BOOK W/ MP3,DAYME,978-0-393-92025-3,$114.67 ,$80.22 
MUSI,2340,**MUSI 2340 LEARN TO GROOVE (2ND ED.),JOSPE,$20.65 ,$15.30 ,
MUSI,2342,**MUSI 2340 LEARN TO GROOVE (2ND ED.),JOSPE,$20.65 ,$15.30 ,
MUSI,3010,MUSIC OF SILENCE,STEINDL-RAST,978-1-56975-297-5,$12.00 ,$9.00 
MUSI,3050,EVERY SONG EVER,RATLIFF,1-250-11799-2,$16.00 ,$7.97 
MUSI,4507,REVOLUTION IN THE HEAD,MACDONALD,1-55652-733-0,$18.95 ,$9.43 
MUSI,4507,HELP!,BROTHERS,978-0-393-24623-0,$27.95 ,$20.95 
MUSI,4507,"(eBook) Help!: The Beatles, Duke Ellington, and the Magic of CollaborationBROTHERS",,978-0-393-24624-7,$26.23 ,$0.00 
MUSI,4750,ART OF CONDUCTING,HUNSBERGER,0-07-031326-1,$144.12 ,$122.50 
NESC,4265,DEVELOPMENT OF THE NERVOUS SYSTEM,REH,0-12-374539-X,$89.95 ,$67.13 
NESC,4265,(eBook) Development of the Nervous System,REH,978-0-08-092320-8,$37.78 ,$0.00 
NUCO,2210,FUNDAMENTALS OF NURSING,TAYLOR,978-1-4963-6217-9,$139.99 ,$104.99 
NUCO,2210,(eBook) Fundamentals of Nursing,TAYLOR,978-1-4963-9985-4,$111.55 ,$0.00 
NUCO,2330,PHYSICAL EXAMINATION AND HEALTH ASSESSMENTJARVIS,,978-0-323-51080-6,$129.00 ,$90.25 
NUCO,3110,MEDICAL-SURGICAL NURSING: CONCEPTS FOR INTERPROFESSIONAL COLLABORATIVE CARE VOLIGNATAVICIUS,,978-0-323-44419-4,$170.00 ,$127.50 
NUCO,3110,(eBook) Medical-Surgical Nursing - E-Book,IGNATAVICIUS,978-0-323-46179-5,$57.54 ,$0.00 
NUCO,3110,DAVIS'S DRUG GUIDE FOR NURSES,VALLERAND,978-0-8036-6945-1,$51.95 ,$38.95 
NUCO,3110,DAVIS'S COMPREHENSIVE MANUAL OF LABORATORY & DIAGNOSTIC TESTSVAN LEEUWEN,,978-0-8036-7495-0,$60.95 ,$45.70 
NUCO,3110,"(eBook) Davis's Drug Guide for Nurses, 16e",VALLERAND,978-0-8036-7000-6,$25.98 ,$0.00 
NUCO,3310,WONG'S NURSING CARE OF INFANTS & CHILDREN,HOCKENBERRY,978-0-323-22241-9,$79.76 ,$63.69 
NUCO,3310,(eBook) Wong's Nursing Care of Infants and Children - E-BookHOCKENBERRY,,978-0-323-29339-6,$43.26 ,$0.00 
NUCO,3610,,LOWDERMILK,978-0-323-16918-9,$110.20 ,$95.52 
NUCO,3610,,LOWDERMILK,978-0-323-39019-4,$43.26 ,$0.00 
NUCO,4110,,,978-0-323-44419-4,$170.00 ,$127.50 
NUCO,4110,,IGNATAVICIUS,978-0-323-46179-5,$57.54 ,$0.00 
NUCO,4210,PUBLIC HEALTH SCIENCE AND NURSING PRACTICESAVAGE,,0-8036-2199-X,$93.50 ,$88.03 
NUCO,4210,(eBook) Public Health Science and Nursing Practice Caring for PopulationsSAVAGE,,978-0-8036-4491-5,$58.98 ,$0.00 
NUCO,4310,VARCAROLIS' FOUNDATIONS OF PSYCHIATRIC MENTAL HEALTH NURSINGHALTER,,978-0-323-38967-9,$106.00 ,$79.50 
NUCO,4310,(eBook) Varcarolis' Foundations of Psychiatric-Mental Health NursingHALTER,,978-0-323-41731-0,$35.68 ,$0.00 
,,Page 46 of 79,,,,
Dept,Course,Title,Author,New,Used,
NUIP,2060,**NUIP 2060 (A+P1) FALL 2019 PACKET: HUMAN ANATOMY & PHYSIOLOGY PART 1CONNELLY,,$7.50 ,$4.10 ,
NUIP,2060,PRINCIPLES OF ANAT & PHYS (W/BRIEF ATLAS OF SKELETON)TORTORA,,$252.31 ,$207.09 ,
NUIP,2060,**LL-PRINCIPLES OF ANATOMY & PHYSIOLOGY,TORTORA,$183.53 ,$150.71 ,
NUIP,2080,**NUIP 2080 SPRING 2019 PACKET: MICROBIOLOGY FOR HEALTH SCIENCESCONNELLY,,$7.85 ,$0.00 ,
NUIP,2080,BURTON'S MICROBIOLOGY FOR THE HEALTH SCIENCESENGELKIRK,,$99.99 ,$74.63 ,
NUIP,2080,(eBook) Burton's Microbiology for the Health Sciences,ENGELKIRK,$79.68 ,$0.00 ,
NUIP,2240,DEVELOPING PERSON THROUGH THE LIFE SPAN,BERGER,$160.58 ,$137.60 ,
NUIP,2420,GOULD'S PATHOPHYSIOLOGY FOR THE HEALTH PROFESSIONSHUBERT,,$114.00 ,$85.07 ,
NUIP,2420,(eBook) Pathophysiology for the Health Professions - E- BookHUBERT,,$38.62 ,$0.00 ,
NUIP,3420,UNDERSTANDING PATHOPHYSIOLOGY,HUETHER,$131.00 ,$92.54 ,
